id|year|title|genres|original_language|productions_companies|overview|tagline|budget|revenue
468224|2019|Tolkien|Drama, History, War, Romance|en|Fox Searchlight Pictures|England, early 20th century. The future writer and philologist John Ronald Reuel Tolkien (1892-1973) and three of his schoolmates create a strong bond between them as they share the same passion for literature and art, a true fellowship that strengthens as they grow up, but the outbreak of World War I threatens to shatter it.|A Life of Love, Courage & Fellowship.|20000000.0|8654322.0
508664|2019|Danger Close|War, Action, Drama, History|en|Red Dune Films|Vietnam War, 1966. Australia and New Zealand send troops to support the United States and South Vietnamese in their fight against the communist North. Soldiers are very young men, recruits and volunteers who have never been involved in a combat. On August 18th, members of Delta Company will face the true horror of a ruthless battle among the trees of a rubber plantation called Long Tân. They are barely a hundred. The enemy is a human wave ready to destroy them.|Outnumbered. Outgunned. Never out of courage|23934823.0|2078370.0
522924|2019|The Art of Racing in the Rain|Comedy, Drama, Romance|en|Original Film|A family dog—with a near-human soul and a philosopher's mind—evaluates his life through the lessons learned by his human owner, a race-car driver.|Meet the dog who will show the world how to be human|20000000.0|33692510.0
510298|2019|Seberg|Thriller, Drama|en|Automatik Entertainment|An ambitious young FBI agent is assigned to investigate iconic actress Jean Seberg when she becomes embroiled in the tumultuous civil rights movement in late 1960s Los Angeles.|Actress. Activist. Adversary.|8000000.0|592565.0
532671|2019|The Prodigy|Horror, Thriller|en|Vinson Films|A mother concerned about her young son's disturbing behavior thinks something supernatural may be affecting him.|What's wrong with Miles?|6000000.0|14856291.0
526050|2019|Little|Comedy, Fantasy, Romance|en|Will Packer Productions|Jordan Sanders, a take-no-prisoners tech mogul, wakes up one morning in the body of her 13-year-old self right before a do-or-die presentation. Her beleaguered assistant April is the only one in on the secret that her daily tormentor is now trapped in an awkward tween body, just as everything is on the line.|She woke up like this|20000000.0|17399000.0
440472|2019|The Upside|Comedy, Drama|en|Escape Artists|Phillip is a wealthy quadriplegic who needs a caretaker to help him with his day-to-day routine in his New York penthouse. He decides to hire Dell, a struggling parolee who's trying to reconnect with his ex and his young son. Despite coming from two different worlds, an unlikely friendship starts to blossom.|Based on a true story.|37500000.0|111353135.0
616584|2019|K-12|Music, Horror, Fantasy|en|Atlantic Records|Cry Baby, a strong and sensitive girl, is sent off to a disturbing sleepaway school that’s hidden underneath a grandiose façade. Luckily, she has a sweet and unapologetic best friend who sticks up for her when she gets bullied by the other students whose brains are under control by the Principal and his wicked staff. With the help of the magical friends they meet along the way, as well as an Angelic Spirit Guide, they are able to gain the strength they need to fight off the school’s belligerent patriarchal conditioning.|When the bell rings, you must be in your assigned seat…|50000.0|359377.0
441384|2019|The Beach Bum|Comedy|en|Anonymous Content|An irreverent comedy about the misadventures of Moondog, a rebellious stoner and lovable rogue who lives large.|You gotta go low to get high.|5000000.0|4554065.0
575094|2019|Abigail|Adventure, Fantasy|en|Kinodanz|A young girl Abigail lives in a city whose borders were closed many years ago because of an epidemic of a mysterious disease. Abby's father was one of the sick - and he was taken when she was six years old. Going against the authorities to find his father, Abby learns that her city is actually full of magic. And she discovers in herself extraordinary magical abilities.||7000000.0|1940234.0
580312|2019|The Dog Days of Winter|Animation, Family|en|Illumination Entertainment|Max braves the harsh winter weather and an uncooperative Who to bring a sick Grinch his favorite hot tea.||75000000.0|511595957.0
679629|2019|Brazen Epiphany|Documentary, Drama, Thriller|en|Dramatics wagon|Jennifer, after claiming the position of the best journalist in india sat down for a interview. During this interview she is confronted with reasons to what she owes her success which lead to giving birth to such a powerful journalist.|What's stopping you?|500.0|1500.0
619265|2019|The Cabin House|Horror, Thriller|en|G.P.L.A., Los Angeles|A group of college friends rent a cabin in a remote part of town for a weekend getaway. A weekend getaway that quickly turns from a weekend of fun to a weekend of pure terror.|The Cabin House|13000000.0|13000000.0
654954|2019|Follow the Crows|Thriller, Horror, Drama, Mystery|en|Berrow Bay Productions|Long after the end of the world survivors wander the fields and wastelands that once housed the cities of Britain. One such survivor, the Man, isolates himself from human contact, until he meets a young woman and the pair begin an adventure that will teach them both what it is to be human.|When you have nothing, something is everything.|3000.0|4000.0
628637|2019|The Dark Days of Demetrius|Horror|en|R.A. Productions|"The Dark Days of Demetrius is the sixth full length feature from Denver auteur filmmaker Dakota Ray. The film is a disturbing, lo-fi horror film revolving around the exploits of Demetrius (Dakota Ray), an elusive, narcissistic, serial killer who has gained stardom from live streaming the murders of his victims online, with the press dubbing him as ""The Live Stream Killer"". Conflict arises when Demetrius conducts an anonymous interview with corrupt news reporter Clive. To the dismay of Demetrius, Clive fabricates the interview and begins framing Demetrius for murders that he did not commit. As the body count rises, the viewer is taken on a cinematic decent into evil, violence, death. narcissism, and corruption."|I'm gonna live stream your death, for the whole world to see.|10000.0|100000.0
679106|2019|Stanley H.|Crime, Drama, History|en|NL Film en TV|The story of one of the most notorious Dutch criminals ever: Stanley Hillis who evolves from a young, charming bank robber to an incredibly rich and elusive drug dealer.|The Story of Hillis.|2500000.0|1407457.0
671911|2019|Chaal Gazab Hai|Music|en|Dev Narayan Production|Chaal Gazab Hai is an Indian short musical film directed by Sagar Joshi and produced by Laxman Singh Rajput which was released by Zee Music Company. The musical drama stars Jannat Zubair Rahmani and Shivam Roy Prabhakar in the lead. Theme of the drama was sung by bollywood singers Pawni Pandey and Prince Yadav.|Chaal Gazab Hai Cast & Crew|10000.0|15000.0
653229|2019|Precognition|Horror, Thriller, Drama, Mystery|en|Tower Productions|She Can see the future, even her own murder. . .|She Can see the future, even her own murder. . .|1.0|1.0
649288|2019|Lava|Animation, Comedy, Science Fiction|en||Deborah makes a living by drawing the skin of her clients. One night, her housemate invites her boyfriend and friend to their house. Sitting in the armchair, they consume the series of the moment, Gain of Clones, until, suddenly, the signal is cut off and the screen is dyed red while subliminal images float. No one remembers what happened the last two minutes. The answer will be in the enigmatic presence of giant cats that will later invade the city. As in El sol (2010), the second feature of the animator Ayar Blasco outlines apocalyptic situations where chaos and paranoia is the best excuse to meet surrealist creatures and scenes. Blasco understands that animation is a language with resources that live action does not possess, and exploits those tools as a child who became an adult just to give himself permission to play forever.|Long live animation|100.0|100.0
626527|2019|YOU'VE BEEN LIED TO|Thriller, Adventure, History|en||Notorious YouTuber ProJared returns months after his fallout with the Internet.|THE TRUTH|21.0|22104.0
618869|2019|Afflatus|Horror, Mystery|en||After losing everything beyond time, mankind seek to find inspiration in nature, in the void and in life itself, while struggling with dreams of future existence.|You can't create without destroying|748.0|850.0
592772|2019|TJP Tokyo Joshi Pro '19|Action, Drama|en|Tokyo Joshi Pro|Tokyo Joshi Pro Wrestling will air their big kahuna 1/4 Kourakuen Hall show live. This is a free show  Those with DDT Universe can watch the show Here. You must at least sign up for a Bronze account to view the show.  Those without the DDT Universe but able to use a Japanese IP address can watch the show via Abema TV Here  If you are new to Tokyo Joshi Pro Wrestling and would like to know more, feel free to read this Introduction to Tokyo Joshi It's out of date since A CRAP TON OF STUFF HAPPENED THIS YEAR but it'll give you the basics until I get a new updated one written. Mostly its missing the recent debuts and still has bios on Maho, Yuu and Azusa who have left  Opening bell for this week's Tokyo Joshi event is 12:00 pm on Friday January 4th in Japan. That's 10:00 pm Thursday night January 3rd Eastern US time and 7pm Thursday January 3rd Pacific. (I think its 3:00 am Friday, January 4th in the U.K.)||5666.0|13322.0
